Timestamp: 835.4575, Position: (-355.15, 45.00, -107.38), Speed: 0.808786, Slider Value: 50, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.3723, Position: (-352.26, 45.00, -107.38), Speed: 5.38298, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.3866, Position: (-352.18, 45.00, -107.38), Speed: 5.454321, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.4005, Position: (-352.11, 45.00, -107.38), Speed: 5.524092, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.4145, Position: (-352.03, 45.00, -107.38), Speed: 5.59379, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.4342, Position: (-351.92, 45.00, -107.38), Speed: 5.692555, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.4556, Position: (-351.79, 45.00, -107.38), Speed: 5.79956, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.4696, Position: (-351.71, 45.00, -107.38), Speed: 5.869385, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.4836, Position: (-351.63, 45.00, -107.38), Speed: 5.939297, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.4974, Position: (-351.55, 45.00, -107.38), Speed: 6.008467, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.5113, Position: (-351.46, 45.00, -107.38), Speed: 6.077802, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.5255, Position: (-351.37, 45.00, -107.38), Speed: 6.148528, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.5396, Position: (-351.29, 45.00, -107.38), Speed: 6.219043, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.5536, Position: (-351.20, 45.00, -107.38), Speed: 6.289512, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.5677, Position: (-351.11, 45.00, -107.38), Speed: 6.359944, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.5817, Position: (-351.02, 45.00, -107.38), Speed: 6.429697, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.5956, Position: (-350.93, 45.00, -107.38), Speed: 6.49929, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.6094, Position: (-350.84, 45.00, -107.38), Speed: 6.568604, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.6235, Position: (-350.74, 45.00, -107.38), Speed: 6.639109, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.6412, Position: (-350.62, 45.00, -107.38), Speed: 6.727633, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.6516, Position: (-350.55, 45.00, -107.38), Speed: 6.77909, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.665, Position: (-350.46, 45.00, -107.38), Speed: 6.846528, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.6789, Position: (-350.37, 45.00, -107.38), Speed: 6.915934, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.6927, Position: (-350.27, 45.00, -107.38), Speed: 6.984885, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.707, Position: (-350.17, 45.00, -107.38), Speed: 7.056385, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.7211, Position: (-350.07, 45.00, -107.38), Speed: 7.127019, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.7352, Position: (-349.97, 45.00, -107.38), Speed: 7.197685, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.7492, Position: (-349.87, 45.00, -107.38), Speed: 7.267299, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.7633, Position: (-349.76, 45.00, -107.38), Speed: 7.337983, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.777, Position: (-349.66, 45.00, -107.38), Speed: 7.406242, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.7913, Position: (-349.55, 45.00, -107.38), Speed: 7.477921, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.8054, Position: (-349.45, 45.00, -107.38), Speed: 7.548227, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.8193, Position: (-349.34, 45.00, -107.38), Speed: 7.618084, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.8334, Position: (-349.23, 45.00, -107.38), Speed: 7.688328, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.8503, Position: (-349.10, 45.00, -107.38), Speed: 7.773235, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.8611, Position: (-349.02, 45.00, -107.38), Speed: 7.827263, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.8742, Position: (-348.91, 45.00, -107.38), Speed: 7.892405, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.8884, Position: (-348.80, 45.00, -107.38), Speed: 7.963415, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.9028, Position: (-348.68, 45.00, -107.38), Speed: 8.035629, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.9166, Position: (-348.57, 45.00, -107.38), Speed: 8.104098, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.9306, Position: (-348.46, 45.00, -107.38), Speed: 8.174469, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.9449, Position: (-348.34, 45.00, -107.38), Speed: 8.245799, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.9587, Position: (-348.23, 45.00, -107.38), Speed: 8.314808, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.9726, Position: (-348.11, 45.00, -107.38), Speed: 8.384231, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 836.9868, Position: (-347.99, 45.00, -107.38), Speed: 8.455487, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.0008, Position: (-347.87, 45.00, -107.38), Speed: 8.525391, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.0146, Position: (-347.75, 45.00, -107.38), Speed: 8.594669, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.0286, Position: (-347.63, 45.00, -107.38), Speed: 8.664104, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.0424, Position: (-347.51, 45.00, -107.38), Speed: 8.733223, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.0599, Position: (-347.35, 45.00, -107.38), Speed: 8.820795, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.0703, Position: (-347.26, 45.00, -107.38), Speed: 8.872594, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.0839, Position: (-347.14, 45.00, -107.38), Speed: 8.940577, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.0977, Position: (-347.02, 45.00, -107.38), Speed: 9.010011, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.1119, Position: (-346.89, 45.00, -107.38), Speed: 9.080744, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.1259, Position: (-346.76, 45.00, -107.38), Speed: 9.15064, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.14, Position: (-346.63, 45.00, -107.38), Speed: 9.221004, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.1539, Position: (-346.50, 45.00, -107.38), Speed: 9.29092, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.1678, Position: (-346.37, 45.00, -107.38), Speed: 9.360202, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.1819, Position: (-346.24, 45.00, -107.38), Speed: 9.431175, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.1971, Position: (-346.09, 45.00, -107.38), Speed: 9.507092, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.2094, Position: (-345.98, 45.00, -107.38), Speed: 9.568317, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.2234, Position: (-345.84, 45.00, -107.38), Speed: 9.638298, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.2374, Position: (-345.70, 45.00, -107.38), Speed: 9.708588, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.2512, Position: (-345.57, 45.00, -107.38), Speed: 9.77758, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.2687, Position: (-345.40, 45.00, -107.38), Speed: 9.864725, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.2797, Position: (-345.29, 45.00, -107.38), Speed: 9.92011, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.2927, Position: (-345.16, 45.00, -107.38), Speed: 9.98469, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.3069, Position: (-345.01, 45.00, -107.38), Speed: 10.05611, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.3207, Position: (-344.88, 45.00, -107.38), Speed: 10.12481, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.3351, Position: (-344.73, 45.00, -107.38), Speed: 10.19676, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.3488, Position: (-344.59, 45.00, -107.38), Speed: 10.26515, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.3631, Position: (-344.44, 45.00, -107.38), Speed: 10.33691, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.3765, Position: (-344.30, 45.00, -107.38), Speed: 10.4039, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.3907, Position: (-344.15, 45.00, -107.38), Speed: 10.47511, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.4048, Position: (-344.00, 45.00, -107.38), Speed: 10.54574, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.419, Position: (-343.85, 45.00, -107.38), Speed: 10.61627, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.433, Position: (-343.70, 45.00, -107.38), Speed: 10.68633, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.4467, Position: (-343.56, 45.00, -107.38), Speed: 10.75474, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.4609, Position: (-343.40, 45.00, -107.38), Speed: 10.8258, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.4783, Position: (-343.21, 45.00, -107.38), Speed: 10.91273, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.4885, Position: (-343.10, 45.00, -107.38), Speed: 10.96399, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.5027, Position: (-342.94, 45.00, -107.38), Speed: 11.03526, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.5162, Position: (-342.79, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.5302, Position: (-342.64, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.5438, Position: (-342.49, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.5581, Position: (-342.33, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.5722, Position: (-342.17, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.5861, Position: (-342.02, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.6003, Position: (-341.86, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.6143, Position: (-341.70, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.6279, Position: (-341.55, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.6417, Position: (-341.40, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.656, Position: (-341.24, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.6702, Position: (-341.08, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.6874, Position: (-340.89, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.6982, Position: (-340.77, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.7115, Position: (-340.63, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.7253, Position: (-340.47, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.7395, Position: (-340.31, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.7537, Position: (-340.16, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.768, Position: (-340.00, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.7816, Position: (-339.85, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.7953, Position: (-339.69, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.8093, Position: (-339.54, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.8232, Position: (-339.39, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.8373, Position: (-339.23, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.8513, Position: (-339.07, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.8653, Position: (-338.92, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.8793, Position: (-338.76, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.8967, Position: (-338.57, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.9069, Position: (-338.46, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.9207, Position: (-338.30, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.935, Position: (-338.14, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.9487, Position: (-337.99, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.9626, Position: (-337.84, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.9765, Position: (-337.68, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 837.9903, Position: (-337.53, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.0045, Position: (-337.37, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.0187, Position: (-337.22, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.0325, Position: (-337.06, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.0464, Position: (-336.91, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.0601, Position: (-336.76, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.0745, Position: (-336.60, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.088, Position: (-336.45, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.1053, Position: (-336.25, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.1167, Position: (-336.13, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.1296, Position: (-335.98, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.1433, Position: (-335.83, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.1575, Position: (-335.68, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.1714, Position: (-335.52, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.1854, Position: (-335.37, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.1996, Position: (-335.21, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.2134, Position: (-335.05, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.2272, Position: (-334.90, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.241, Position: (-334.75, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.2552, Position: (-334.59, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.2693, Position: (-334.43, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.2831, Position: (-334.28, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.2971, Position: (-334.12, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.3167, Position: (-333.91, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.3379, Position: (-333.67, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.3518, Position: (-333.52, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.366, Position: (-333.36, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.38, Position: (-333.20, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.3937, Position: (-333.05, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.4079, Position: (-332.90, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.422, Position: (-332.74, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.4365, Position: (-332.58, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 838.4503, Position: (-332.42, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
